County,Legal Name,Trade Name,Postal Code,Country,Account Code,License Type,Expiration Date,Address & Lat/Long
BUCKS,OTTER STREET GRILL INC,STADIUM,19030-3024,USA,09**1819,Cigarette Retail,02/28/2023,"504506 HOOD BLVD
FAIRLESS HILLS, PA 19030-3024"
MONTGOMERY,LOVE CHICKEN TWO LLC,LOVE CHICKEN TWO LLC,19401-5063,USA,46**6972,Cigarette/OTP Retail,02/28/2023,"275 E MAIN ST
NORRISTOWN, PA 19401-5063
(40.1126, -75.33929)"
BLAIR,WALGREEN EASTERN CO INC,WALGREENS # 10386,16602-4115,USA,70**9094,Cigarette/OTP Retail,02/28/2023,"508 E PLANK RD
ALTOONA, PA 16602-4115
(40.47881, -78.40334)"
CAMBRIA,NICS TOBACCO OUTLET INC,NICS TOBACCO OUTLET INC,15714-1390,USA,11**8407,Cigarette/OTP Retail,02/28/2023,"2608 BIGLER AVE
NORTHERN CAMBRIA, PA 15714-1390
(40.64769, -78.77856)"
FRANKLIN,BREAKAWAY SPORTS LOUNGE INC,BREAKAWAY SPRTS LOUNGE,17268-2159,USA,28**0349,Cigarette Retail,02/28/2023,"810 S POTOMAC ST
WAYNESBORO, PA 17268-2159
(39.74527, -77.58998)"
LUZERNE,J & N BEAVER MEADOWS LLC,J & N BEAVER MEADOWS LLC,18216-6519,USA,13**8937,Cigarette/OTP Retail,02/28/2023,"120 BROAD ST
BEAVER MEADOWS, PA 18216-6519
(40.92795, -75.90942)"
WASHINGTON,RITE AID OF PENNSYLVANIA LLC,RITE AID #4083,15022-1610,USA,70**8689,Cigarette/OTP Retail,02/28/2023,"101 5TH ST
CHARLEROI, PA 15022-1610
(40.13888, -79.89698)"
LACKAWANNA,BRIER MARK,MONTAGE TOBACCO,18505-4666,USA,35**6823,OTP Retail,02/28/2023,"632 DAVIS ST
SCRANTON, PA 18505-4666
(41.37695, -75.69176)"
WASHINGTON,DOLGENCORP LLC,DOLLAR GENERAL STORE #10354,15301-6067,USA,63**6287,Cigarette/OTP Retail,02/28/2023,"935 HENDERSON AVE
WASHINGTON, PA 15301-6067
(40.19929, -80.27176)"
PHILADELPHIA,10 BROTHERS FOOD MARKET CORP.,10 BROTHERS FOOD MARKET CORP,19140-4019,USA,51**6535,Cigarette Retail,02/28/2023,"1801 W VENANGO ST
PHILADELPHIA, PA 19140-4019
(40.0085, -75.15805)"
PHILADELPHIA,WAWA INC.,WAWA,19123,USA,51**3382,Cigarette Retail,02/28/2023,"GIRARD AVE & DUNTON ST
PHILADELPHIA, PA 19123
(39.96869, -75.13514)"
BUCKS,JSB STREETGAS INC,JSB STREETGAS INC,18974-2002,USA,09**5276,Cigarette/OTP Retail,02/28/2023,"610 YORK RD
WARMINSTER, PA 18974-2002
(40.20721, -75.1002)"
BERKS,SILVESTRE JULIO,3RD SHIFT P.F. SMOKE SHOP,19605-3046,USA,06**6621,Cigarette/OTP Retail,02/28/2023,"835 HIESTERS LN
READING, PA 19605-3046
(40.36541, -75.92008)"
PHILADELPHIA,WAWA INC.,WAWA,19107-4513,USA,51**2740,Cigarette Retail,02/28/2023,"1300 CHESTNUT ST
PHILADELPHIA, PA 19107-4513
(39.95064, -75.16212)"
SUSQUEHANNA,DOLGENCORP LLC,DOLLAR GENERAL STORE #23063,18441-7763,USA,58**6446,Cigarette/OTP Retail,02/28/2023,"1903 STATE ROUTE 106
CLIFFORD TOWNSHIP, PA 18441-7763
(41.65304, -75.60206)"
PHILADELPHIA,YOUNGS DELI MART INC,YOUNGS DELI MART INC,19140-3608,USA,51**9488,Cigarette Retail,02/28/2023,"3708 N BROAD ST
PHILADELPHIA, PA 19140-3608
(40.00962, -75.15114)"
PHILADELPHIA,2856 YAN CORP,2856 YAN CORP,19132,USA,51**0027,Cigarette Retail,02/28/2023,"2854-56 N. 22ND STREET
PHILADELPHIA, PA 19132
(39.99853, -75.16694)"
SCHUYLKILL,SKY MARKETS INC,BGS VALUE MARKET,17954-1902,USA,54**6651,Cigarette/OTP Retail,02/28/2023,"70 KINGS VLG
MINERSVILLE, PA 17954-1902
(40.68146, -76.25287)"
DAUPHIN,NORTH PROGRESS SMOKE SHOP LLC,NORTH PROGRESS SMOKE SHOP,17109-3550,USA,22**2862,Cigarette/OTP Retail,02/28/2023,"9A N PROGRESS AVE
HARRISBURG, PA 17109-3550
(40.28529, -76.84233)"
LANCASTER,CARINI PIZZA & CONVENIENCE STORE INC,CARINI PIZZA & CONVENIENCE STORE IN,17022-1167,USA,36**5109,OTP Retail,02/28/2023,"1075 TURNPIKE RD
ELIZABETHTOWN, PA 17022-1167
(40.14685, -76.63127)"
CUMBERLAND,SUKH-WIN FOODS LLC,SUKH-WIN FOODS LLC,17050-1765,USA,21**3062,OTP Retail,02/28/2023,"6581 CARLISLE PIKE
MECHANICSBURG, PA 17050-1765
(40.2456, -77.03348)"
CAMBRIA,DOLGENCORP LLC,DOLLAR GENERAL #18986,16640-9109,USA,11**7296,OTP Retail,02/28/2023,"2535 GLENDALE VALLEY BLVD
FLINTON, PA 16640-9109
(40.7157, -78.52216)"
LEBANON,CORNERSTONE DOLLAR STORE,CORNERSTONE DOLLAR STORE LLC,17078-1923,USA,38**5253,Cigarette/OTP Retail,02/28/2023,"901 E MAIN ST
PALMYRA, PA 17078-1923
(40.31332, -76.5837)"
ARMSTRONG,JAMES SMITH,BJ'S COUNTRY STORE,16229-1816,USA,03**0778,Cigarette/OTP Retail,02/28/2023,"651 FREEPORT RD
FREEPORT, PA 16229-1816
(40.71603, -79.66426)"
PHILADELPHIA,MR. JEFFERSON FOOD MARKET INC,MR. JEFFERSON FOOD MARKET INC,19151-4616,USA,51**1951,Cigarette/OTP Retail,02/28/2023,"6101 W JEFFERSON ST
PHILADELPHIA, PA 19151-4616
(39.97869, -75.24251)"
ELK,WHRGOPS NE-PA LLC,WHRG 3205,15857-2131,USA,24**6757,Cigarette/OTP Retail,02/28/2023,"807 S MICHAEL ST
SAINT MARYS, PA 15857-2131
(41.42018, -78.54543)"
BUCKS,SUNRAY ASSOCIATES LLC,SMOKER'S EXPRESS 1104,19067-7164,USA,09**8933,Cigarette Retail,02/28/2023,"2 S DELMORR AVE
MORRISVILLE, PA 19067-7164
(40.20917, -74.77231)"
BUTLER,ROCK HOUSE BAR & RESTAURANT LLC,ROCKHOUSEBARANDRESTAURANT,16001-8024,USA,10**5665,Cigarette Retail,02/28/2023,"2560 WILLIAM FLYNN HWY
BUTLER, PA 16001-8024
(40.97564, -79.9731)"
MONTGOMERY,343 S & T TOWN TAVERN INC,343 S & T TOWN TAVERN INC,19401,USA,46**8992,Cigarette Retail,02/28/2023,"343 45 W MARSHAL ST
NORRISTOWN, PA 19401
(40.11952, -75.34802)"
WESTMORELAND,STADIUM CASINO WESTMORELAND RE LLC,LIVE CASINO PITTSBURGH,15601-7751,USA,65**5413,Cigarette Retail,02/28/2023,"5256 STATE ROUTE 30
GREENSBURG, PA 15601-7751
(40.30311, -79.50771)"
INDIANA,PATNAM CORPORATION,PATNAM CORPORATION,15701-3906,USA,32**8262,OTP Retail,02/28/2023,"726 PHILADELPHIA ST
INDIANA, PA 15701-3906
(40.62297, -79.1542)"
BEAVER,TRI STATE VENDING & SERVICES LLC,OAKHILL VETS,15066,USA,04**9639,Cigarette Vending,02/28/2023,"1 LAUREL AVE
NEW BRIGHTON, PA 15066"
ALLEGHENY,7 ELEVEN FOOD STORE 56165B,7 ELEVEN STORE 36128A,15236-3530,USA,70**2024,Cigarette/OTP Retail,02/28/2023,"6403 BROWNSVILLE RD
PITTSBURGH, PA 15236-3530
(40.32201, -79.99518)"
BLAIR,BLAIR CANDY COMPANY INC,BLAIR CANDY CO INC,16601-1311,USA,07**0047,Cigarette Stamping Agent,02/28/2023,"3421 BEALE AVE
ALTOONA, PA 16601-1311
(40.49183, -78.41847)"
PHILADELPHIA,JOHNS AUTO SERVICE STATION INC,JOHNS AUTO SERVICE STATION,19144-3009,USA,51**5626,Cigarette/OTP Retail,02/28/2023,"4524 GERMANTOWN AVE
PHILADELPHIA, PA 19144-3009
(40.02394, -75.15955)"
LANCASTER,US PARADISE INC,DENVER SMOKE & VAPE,17517-1448,USA,36**7165,Cigarette/OTP Retail,02/28/2023,"328 MAIN ST
DENVER, PA 17517-1448
(40.23203, -76.13604)"
DELAWARE,WALGREEN EASTERN CO INC,WALGREENS #06331,19064-3628,USA,70**9014,Cigarette/OTP Retail,02/28/2023,"2 BALTIMORE PIKE
SPRINGFIELD, PA 19064-3628
(39.9246, -75.31141)"
WESTMORELAND,SHIV GAS INC,MURRSVILLE,15668-1808,USA,65**4084,Cigarette/OTP Retail,02/28/2023,"4180 WILLIAM PENN HWY
MURRYSVILLE, PA 15668-1808
(40.42741, -79.68592)"
BUTLER,KALSOOM DILDAR INC,7-ELEVEN STORE 2701-36148B,16066-3003,USA,10**6201,Cigarette Retail,02/28/2023,"4501 GLEN EDEN RD
CRANBERRY TOWNSHIP, PA 16066-3003
(40.7218, -80.10692)"
ERIE,KT MART LLC,KT MART LLC,16508-1704,USA,25**6550,Cigarette Retail,02/28/2023,"351 W 26TH ST
ERIE, PA 16508-1704
(42.10899, -80.08155)"
SCHUYLKILL,TH MINIT MARKETS LLC,TURKEY HILL MINIT MARKETS #089,17965-1532,USA,54**6658,Cigarette/OTP Retail,02/28/2023,"216 PIKE ST
PORT CARBON, PA 17965-1532
(40.69551, -76.16843)"
LUZERNE,N&JS LLC,CITY MARKET AND CAFE 3040,18612-9209,USA,40**2147,Cigarette Retail,02/28/2023,"2161 MEMORIAL HWY
DALLAS, PA 18612-9209
(41.3275, -75.9468)"
MONTGOMERY,APKA BAZAR USA INC,APKA BAZAR USA INC,19403-2262,USA,46**4801,Cigarette/OTP Retail,02/28/2023,"2812 AUDUBON VILLAGE DR
NORRISTOWN, PA 19403-2262
(40.12869, -75.4354)"
BEAVER,TRI STATE VENDING & SERVICES LLC,BREWS TAVERN,15074-2618,USA,04**9639,Cigarette Vending,02/28/2023,"761 BIG KNOB RD
ROCHESTER, PA 15074-2618
(40.71304, -80.19003)"
MONROE,POCONO BEER & BEVERAGE LLC,MT POCONO BEVERAGE,18344-1014,USA,45**1625,Cigarette/OTP Retail,02/28/2023,"611 BELMONT AVE
MOUNT POCONO, PA 18344-1014
(41.13169, -75.36294)"
BEAVER,TRI STATE VENDING & SERVICES LLC,LONGHORN SALOON,15010-4121,USA,04**9639,Cigarette Vending,02/28/2023,"1523 7TH AVE
BEAVER FALLS, PA 15010-4121
(40.75672, -80.31942)"
WASHINGTON,BELFIORE AMUSEMENT CO,ROYS BY THE TRACK,15332-1362,USA,63**7797,Cigarette Vending,02/28/2023,"3710 STATE ROUTE 88
FINLEYVILLE, PA 15332-1362
(40.25221, -80.003)"
LEHIGH,LEHIGH BEVERAGE DISTRIBUTORS INC,BEERS TO GO,18104-6459,USA,46**9981,Cigarette Retail,02/28/2023,"1901 HAMILTON ST
ALLENTOWN, PA 18104-6459
(40.59543, -75.4965)"
PHILADELPHIA,SALVADORENA GROCERY STORE INC,SALVADORENA GROCERY STORE INC,19123-3395,USA,51**0468,Cigarette Retail,02/28/2023,"1009 SPRING GARDEN ST
PHILADELPHIA, PA 19123-3395
(39.96172, -75.15487)"
LEHIGH,WAWA INC.,WAWA INC #266,18106-9032,USA,70**2242,Cigarette/OTP Retail,02/28/2023,"7572 SCHANTZ RD
ALLENTOWN, PA 18106-9032
(40.57284, -75.61733)"
PHILADELPHIA,JOSEPH'S GROCERY STORE INC,JOSEPH'S GROCERY STORE INC,19120-3403,USA,51**2767,Cigarette Retail,02/28/2023,"5134 N 2ND ST
PHILADELPHIA, PA 19120-3403
(40.0281, -75.1273)"
LUZERNE,NORTHEAST CONCESSIONS LP,NORTHEAST CONCESSIONS LP,18702-7002,USA,40**1349,Cigarette Retail,02/28/2023,"1280 HIGHWAY 315 BLVD
WILKES BARRE, PA 18702-7002
(41.26802, -75.8124)"
PHILADELPHIA,AMIGOS FOOD MARKET INC,AMIGOS FOOD MARKET INC,19134-3305,USA,51**7236,Cigarette Retail,02/28/2023,"2875 N LEE ST
PHILADELPHIA, PA 19134-3305
(39.99382, -75.12971)"
WESTMORELAND,DOLGENCORP LLC,DOLLAR GENERAL STORE #14189,15618-1203,USA,44**6192,Cigarette/OTP Retail,02/28/2023,"4402 STATE ROUTE 981
AVONMORE, PA 15618-1203
(40.51752, -79.47678)"
CARBON,TH MINIT MARKETS LLC,TURKEY HILL MINIT MARKETS #101,18229-1940,USA,13**6687,Cigarette/OTP Retail,02/28/2023,"101 SUSQUEHANNA ST
JIM THORPE, PA 18229-1940
(40.86137, -75.73826)"
MONROE,PREMA SAI INC,COBACCO STOP 2 #110,18372,USA,45**1720,Cigarette/OTP Retail,02/28/2023,"RR 611 BOX TANNERSVILLE
TANNERSVILLE, PA 18372"
LEHIGH,ROYAL MINI-MART,CATASAUQUA,18032-2410,USA,39**7174,Cigarette/OTP Retail,02/28/2023,"511 FRONT ST
CATASAUQUA, PA 18032-2410
(40.65363, -75.47494)"
FRANKLIN,NEALS SMOKE SHOP LLC,NEALS TOBACCO AND VAPE,17202-6301,USA,28**4800,Cigarette Retail,02/28/2023,"1752 LINCOLN WAY E
CHAMBERSBURG, PA 17202-6301
(39.92314, -77.60453)"
LANCASTER,ACTIVE SOCIAL & BENEFICAL,ACTIVE SOCIAL AND BENEFICIAL ASSOCI,17603-5138,USA,36**7426,Cigarette Retail,02/28/2023,"764 CRYSTAL ST
LANCASTER, PA 17603-5138
(40.03248, -76.31962)"
PHILADELPHIA,WAWA INC.,WAWA,19104,USA,51**3348,Cigarette Retail,02/28/2023,"39TH ST & CHESTNUT ST
PHILADELPHIA, PA 19104
(40.24809, -75.65336)"
ALLEGHENY,THRIFT DRUG INC.,RITE AID #10939,15224-1509,USA,70**0187,Cigarette/OTP Retail,02/28/2023,"4411 HOWLEY ST
PITTSBURGH, PA 15224-1509
(40.46437, -79.95235)"
LANCASTER,786 ANN ST LLC,802 N ANN ST,17602-2152,USA,36**6701,Cigarette/OTP Retail,02/28/2023,"802 N ANN ST
LANCASTER, PA 17602-2152
(40.05113, -76.29724)"
SOMERSET,DOLGENCORP LLC,DOLLAR GENERAL STORE #2039,15926-1240,USA,56**6024,Cigarette/OTP Retail,02/28/2023,"645 MAIN ST
CENTRAL CITY, PA 15926-1240
(40.11111, -78.80307)"
FAYETTE,VAPOR HUT AND TOBACCO,UNIONTOWN PA,15401-3207,USA,26**5265,Cigarette/OTP Retail,02/28/2023,"109 W FAYETTE ST
UNIONTOWN, PA 15401-3207
(39.89985, -79.72977)"
CRAWFORD,COCHRANTON MARKETPLACE LLC,COCHRANTON MARKETPLACE LLC,16314-8637,USA,20**5250,OTP Retail,02/28/2023,"115 W ADAMS ST
COCHRANTON, PA 16314-8637
(41.51995, -80.04883)"
ALLEGHENY,GIANT EAGLE INC,GIANT EAGLE 63,15217,USA,70**3031,Cigarette/OTP Retail,02/28/2023,"MURRAY AVE & LORETTA ST
PITTSBURGH, PA 15217
(40.42189, -79.92887)"
LACKAWANNA,RIDDHI STORE LLC,RIDDHI STORE LLC,18512-2543,USA,35**7964,Cigarette/OTP Retail,02/28/2023,"788 E DRINKER ST
DUNMORE, PA 18512-2543
(41.4187, -75.61429)"
BERKS,GLENSIDE GROCERY CORPORATION,GLENSIDE GROCERY CORPOTATION,19601-1610,USA,06**4252,OTP Retail,02/28/2023,"1230 SCHUYLKILL AVE
READING, PA 19601-1610
(40.35408, -75.94705)"
BERKS,PEREZ FELIX M,LA ALTAGRACIA GROCERY,19602,USA,06**9277,Cigarette Retail,02/28/2023,"1100 CHESTNUT ST
READING, PA 19602
(40.33201, -75.91614)"
ALLEGHENY,KEHM OIL COMPANY,TJS DELI MART 3,15071,USA,02**9872,Cigarette/OTP Retail,02/28/2023,"FIRST AND CLINTON AVES
OAKDALE, PA 15071"
LUZERNE,LEAN BACK VAPES II,LEAN BACK VAPES II,18704-4424,USA,40**1499,OTP Retail,02/28/2023,"18B GATEWAY SHOPPING CTR
EDWARDSVILLE, PA 18704-4424
(41.25722, -75.90262)"
PERRY,J&S PETROLEUM INC,DUNCANNON FOOD MARKET,17020-7129,USA,50**5949,Cigarette/OTP Retail,02/28/2023,"3278 SUSQUEHANNA TRL
DUNCANNON, PA 17020-7129
(40.4496, -76.97799)"
PHILADELPHIA,SAT SHRI LLC,NE CORNER OF19TH & CHESTNUT STREET,19103,USA,51**6780,Cigarette/OTP Retail,02/28/2023,"1839 1/2 CHESTNUT STREET
PHILADELPHIA, PA 19103
(39.95184, -75.17177)"
MONTGOMERY,WEIS MARKETS INC,WEIS MARKETS INC #112,19446-5461,USA,70**3097,Cigarette/OTP Retail,02/28/2023,"1551 S VALLEY FORGE RD
LANSDALE, PA 19446-5461
(40.23094, -75.31294)"
SCHUYLKILL,DOLGENCORP LLC,DOLLAR GENERAL STORE 23224,17921-9425,USA,54**5896,Cigarette/OTP Retail,02/28/2023,"200 REICHWEIN RD
ASHLAND, PA 17921-9425
(40.75718, -76.38864)"
LYCOMING,THRIFT DRUG INC.,RITE AID #11037,17754-2419,USA,70**0208,Cigarette/OTP Retail,02/28/2023,"760 BROAD ST
MONTOURSVILLE, PA 17754-2419
(41.24821, -76.91589)"
LEHIGH,RAJI INC,TREXLER PLAZA SUNOCO,18104-9152,USA,39**2086,Cigarette/OTP Retail,02/28/2023,"5917 TILGHMAN ST
ALLENTOWN, PA 18104-9152
(40.59197, -75.59059)"
YORK,DOLGENCORP LLC,DOLLAR GENERAL STORE #9060,17404-2050,USA,67**6185,Cigarette/OTP Retail,02/28/2023,"1500 N GEORGE ST
YORK, PA 17404-2050
(39.9828, -76.73465)"
PHILADELPHIA,S & V SHAH NEWSSTAND,S & V SHAH NEWSTAND,19103,USA,51**9742,Cigarette/OTP Retail,02/28/2023,"NEC 19TH & CHESTNUT STS
PHILADELPHIA, PA 19103
(39.96109, -75.60669)"
ALLEGHENY,GIANT EAGLE INC,GIANT EAGLE 77,15221-4895,USA,70**3046,Cigarette/OTP Retail,02/28/2023,"254 YOST BLVD
PITTSBURGH, PA 15221-4895
(40.41333, -79.85483)"
PHILADELPHIA,PUNG ALLEN,NEW JO JO GROCERY,19148-5738,USA,51**2931,Cigarette Retail,02/28/2023,"454 CANTRELL ST
PHILADELPHIA, PA 19148-5738
(39.92201, -75.15502)"
ERIE,COUNTRY FAIR INC,COUNTRY FAIR INC #65,16509-4733,USA,70**8115,Cigarette/OTP Retail,02/28/2023,"8080 PEACH ST
ERIE, PA 16509-4733
(42.048, -80.07962)"
DELAWARE,GREENE MARION,ITHAN MARKET,19085-1302,USA,23**5169,Cigarette Retail,02/28/2023,"613 CONESTOGA RD
VILLANOVA, PA 19085-1302
(40.0303, -75.3655)"
LUZERNE,PITTSTON CANDY INCORPORATED,PITTSTON CANDY INC,18640-2505,USA,40**5632,OTP Retail,02/28/2023,"197 BROAD ST
PITTSTON, PA 18640-2505
(41.31937, -75.78292)"
ALLEGHENY,SLIVAS MARKETS LLC,SLIVAS VILLAGE SHOP N SAVE,15122-3650,USA,02**6069,Cigarette/OTP Retail,02/28/2023,"1886 HOMEVILLE RD
WEST MIFFLIN, PA 15122-3650
(40.36524, -79.87028)"
WAYNE,HIGHHOUSE OIL OPERATIONS INC,RTE 191 STATION,18431-1007,USA,70**4002,Cigarette/OTP Retail,02/28/2023,"333 ERIE ST
HONESDALE, PA 18431-1007
(41.56461, -75.2529)"
PHILADELPHIA,W V COLD BEER LLC,W V COLD BEER LLC,19124-5813,USA,51**1233,Cigarette/OTP Retail,02/28/2023,"4738 FRANKFORD AVE
PHILADELPHIA, PA 19124-5813
(40.01757, -75.08293)"
LUZERNE,DOLGENCORP LLC,DOLLAR GENERAL STORE #11232,18701-2216,USA,40**6304,Cigarette/OTP Retail,02/28/2023,"295 S MAIN ST
WILKES BARRE, PA 18701-2216
(41.2411, -75.89148)"
PHILADELPHIA,SVS GAS CORP,SVS GAS CORP,19123-1310,USA,51**6452,Cigarette Retail,02/28/2023,"601 W GIRARD AVE
PHILADELPHIA, PA 19123-1310
(39.9707, -75.14667)"
LEHIGH,HAMILTON BREWERY CORP,HAMILTON BREWERY CORP,18106-9644,USA,39**4961,Cigarette Retail,02/28/2023,"6842 HAMILTON BLVD
ALLENTOWN, PA 18106-9644
(40.55221, -75.59138)"
WESTMORELAND,GEIGER LOUIS W,GEIGER CITGO,15632-9301,USA,65**2526,Cigarette/OTP Retail,02/28/2023,"5579 OLD WILLIAM PENN HWY
EXPORT, PA 15632-9301
(40.42057, -79.63497)"
BEAVER,TWO COUSINS 2 OF ALIQUIPPA INC,TWO COUSINS 2 OF ALIQUIPPA INC,15001-3706,USA,04**7495,OTP Retail,02/28/2023,"223 FRANKLIN AVE
ALIQUIPPA, PA 15001-3706
(40.61872, -80.24469)"
TIOGA,TOPS MARKETS LLC,TOPS MARKETS 620,16950-1532,USA,59**1043,Cigarette/OTP Retail,02/28/2023,"198 W MAIN ST
WESTFIELD, PA 16950-1532
(41.91866, -77.54308)"
VENANGO,SUTCH INC,SUTCH INC,16344,USA,61**5569,Cigarette Retail,02/28/2023,"21 MAIN ST
ROUSEVILLE, PA 16344
(41.46348, -79.68928)"
PHILADELPHIA,LOC PHUOC YAN,KIM A GROCERY & DELI,19143-5543,USA,51**6022,Cigarette Retail,02/28/2023,"1840 S 58TH ST
PHILADELPHIA, PA 19143-5543
(39.93584, -75.22867)"
CUMBERLAND,SUPERIOR AMUSEMENTS & VENDING INC,HUB CITY,17257,USA,40**9640,Cigarette Vending,02/28/2023,"345 N EARL ST
SHIPPENSBURG, PA 17257
(40.05629, -77.52496)"
PHILADELPHIA,DONG ZHENG,716 W. ROCKLAND ST.,19120-3718,USA,51**0763,Cigarette Retail,02/28/2023,"716 W ROCKLAND ST
PHILADELPHIA, PA 19120-3718
(40.02631, -75.13701)"
MONROE,DHANVI CORP INC,DHANVI CORP INC,18372-7876,USA,45**0283,Cigarette/OTP Retail,02/28/2023,"2740 ROUTE 611
TANNERSVILLE, PA 18372-7876
(41.04557, -75.30944)"
ALLEGHENY,KEYSTONE R & M LLC,KEYSTONE VAPORS,15216,USA,02**7117,Cigarette/OTP Retail,02/28/2023,"2215-2217 MURRAY AVENUE
PITTSBURGH, PA 15216
(40.432312, -79.923162)"
MONROE,GOOD BUSINESS SERVICES II LLC,UNI MART,18330-9107,USA,45**2580,Cigarette Itinerant,02/28/2023,"3197 ROUTE 115
EFFORT, PA 18330-9107
(40.97761, -75.44557)"
PIKE,SC OF PA INC,SMOKERS CHOICE,18337-9384,USA,70**8009,Cigarette/OTP Retail,02/28/2023,"102 MILFORD LANDING DR
MILFORD, PA 18337-9384
(41.35254, -74.73168)"
DAUPHIN,TU BANDERA GROCERY & DELI II LLC,TU BANDERA GROCERY & DELI II LLC,17104-3375,USA,22**5673,Cigarette/OTP Retail,02/28/2023,"1441 DERRY ST
HARRISBURG, PA 17104-3375
(40.26265, -76.86546)"
SOMERSET,SOMERSET CANDY COMPANY,TOBACCO ALLEY - CONFLUENCE,15424-1022,USA,56**2630,Cigarette Retail,02/28/2023,"616 LOGAN PL
CONFLUENCE, PA 15424-1022
(39.81189, -79.35829)"
ELK,KURTZ BEN G,KURTZ COUNTRY STORE,15870-7102,USA,33**2258,OTP Retail,02/28/2023,"44 KURTZ LN
WILCOX, PA 15870-7102"
ARMSTRONG,GLASSMERE FUEL SERVICE INC,GLASSMERE FOOD MART # 322,16212-1001,USA,03**5333,Cigarette Retail,02/28/2023,"290 PROSPECT AVE
CADOGAN, PA 16212-1001
(40.75619, -79.57488)"
MONTGOMERY,MOHAMMED RAFIUZZAMAN,CORNER MASALA,19446-2225,USA,46**7204,Cigarette Retail,02/28/2023,"539 W 5TH ST
LANSDALE, PA 19446-2225
(40.24963, -75.28681)"
LEHIGH,WAWA INC.,WAWA INC #297,18109,USA,70**2274,Cigarette/OTP Retail,02/28/2023,"2455 SCHOENERSVILLE RD
ALLENTOWN, PA 18109
(40.66065, -75.4214)"
BUTLER,RNDD INC,RNDD INC,15044-9494,USA,02**5062,Cigarette/OTP Retail,02/28/2023,"5045 BAKERSTOWN RD
GIBSONIA, PA 15044-9494
(40.66153, -80.00386)"
DAUPHIN,US67 INC.,7-ELEVEN STORE #40146A,17102-2103,USA,22**0416,Cigarette/OTP Retail,02/28/2023,"2053 N 2ND ST
HARRISBURG, PA 17102-2103
(40.27813, -76.89794)"
PHILADELPHIA,SOUTH STREET MARKET II INC,SOUTH STREET MARKET II INC,19147-1521,USA,51**4247,OTP Retail,02/28/2023,"406 SOUTH ST
PHILADELPHIA, PA 19147-1521
(39.9417, -75.14949)"
BUCKS,ELLIOTS VENDING CO INC,VILLAGE LODGER,19007,USA,46**3444,Cigarette Vending,02/28/2023,"RT 13 & BEAVER DAM
BRISTOL, PA 19007
(43.93978, -69.48384)"
BERKS,HERMANOS ARIAS GROCERY LLC,HERMANOS ARIAS GROCERY LLC,19601-2910,USA,06**5940,Cigarette Retail,02/28/2023,"365 N FRONT ST
READING, PA 19601-2910
(40.34158, -75.9355)"
LANCASTER,TH MINIT MARKETS LLC,TURKEY HILL MINIT MARKETS #063,17522-2354,USA,36**6622,Cigarette/OTP Retail,02/28/2023,"903 S STATE ST
EPHRATA, PA 17522-2354
(40.17337, -76.19392)"
WYOMING,MESHOPPEN SWIFT MART INC,MESHOPPEN SWIFT MART INC,18630,USA,66**9526,Cigarette/OTP Retail,02/28/2023,"RR 6
MESHOPPEN, PA 18630"
MONTOUR,PURPLE HIPPO OF DANVILLE INC,PURPLE HIPPO OF DANVILLE INC,17821-1932,USA,47**5971,OTP Retail,02/28/2023,"348 MILL ST
DANVILLE, PA 17821-1932
(40.96397, -76.61647)"
LEHIGH,GANESH GAS & GROCERY INC,GANESH GAS & GROCERY,18102-5131,USA,39**8444,Cigarette/OTP Retail,02/28/2023,"102 W TILGHMAN ST
ALLENTOWN, PA 18102-5131
(40.61622, -75.46034)"
CLARION,BILAL AHMED,CLARION CIGAR & PIPES (LOUNGE & GIF,16214-1105,USA,16**5390,OTP Retail,02/28/2023,"509 MAIN ST
CLARION, PA 16214-1105
(41.21458, -79.38523)"
CUMBERLAND,ESK STEAKHOUSE INC,GREEN MOUNTAIN GENERAL STORE & DELI,17324-8940,USA,21**5497,Cigarette Retail,02/28/2023,"4640 CARLISLE RD
GARDNERS, PA 17324-8940
(40.07562, -77.19543)"
LANCASTER,DOMI MINI MARKET LLC,DOMINGO LA PAZ,17602-3754,USA,36**6877,Cigarette Retail,02/28/2023,"72 S MARSHALL ST
LANCASTER, PA 17602-3754
(40.03807, -76.29292)"
CUMBERLAND,RITE AID OF PENNSYLVANIA LLC,RITE AID PHARMACY #03613,17050-3515,USA,70**8334,Cigarette/OTP Retail,02/28/2023,"5277 SIMPSON FERRY RD
MECHANICSBURG, PA 17050-3515
(40.21623, -76.99166)"
ALLEGHENY,GIANT EAGLE INC,GET GO #3489,15101-3501,USA,70**3151,Cigarette/OTP Retail,02/28/2023,"2401 FERGUSON RD
ALLISON PARK, PA 15101-3501
(40.5555, -79.97164)"
LUZERNE,NKJ HOSPITALITY LLC,NKJ HOSPITALITY LLC,18202-1465,USA,40**7120,Cigarette/OTP Retail,02/28/2023,"1087 N CHURCH ST
HAZLE TOWNSHIP, PA 18202-1465
(40.97616, -75.97887)"
BEAVER,GIANT EAGLE INC,GIANT EAGLE #75,15005-1207,USA,70**3230,Cigarette/OTP Retail,02/28/2023,"1600 STATE ST
BADEN, PA 15005-1207
(40.65715, -80.23728)"
