County,Legal Name,Trade Name,Postal Code,Country,Account Code,License Type,Expiration Date,Address & Lat/Long
NORTHAMPTON,RIYA MARKET INC,RIYA MARKET INC,18017-7102,US,48**0618,Cig/OTP Retail,02/28/2023,"1227 PEMBROKE RD
BETHLEHEM, PA 18017-7102
(40.629131, -75.35067)"
MONROE,KIMS TOBACCO BARN LLC,"KIM S TOBACCO BARN, LLC",18322-7154,US,45**5605,Cig/OTP Retail,02/28/2023,"110 SHAFER DR
BRODHEADSVILLE, PA 18322-7154
(40.91822, -75.41791)"
CARBON,THRIFT DRUG INC,RITE AID #11059,18235-2401,US,70**0140,Cig/OTP Retail,02/28/2023,"1241 BLAKESLEE BOULEVARD DR E STE 2
LEHIGHTON, PA 18235-2401
(40.815925, -75.732826)"
ALLEGHENY,GORAYA ENTERPRISE INC,GORAYA ENTERPRISE INC,15136,US,02**4632,Cig/OTP Retail,02/28/2023,"412 BROADWAY AVE
MCKESS ROCKS, PA 15136
(40.469066, -80.068903)"
YORK,512 N GEORGE INC,512 N GEORGE INC,17404-2703,US,67**1480,Retail,02/28/2023,"512 N GEORGE ST
YORK, PA 17404-2703
(39.970594, -76.73174)"
LEHIGH,THRIFT DRUG INC,RITE AID #11047,18051-1600,US,70**0394,Cig/OTP Retail,02/28/2023,"7719 MAIN ST
FOGELSVILLE, PA 18051-1600
(40.584216, -75.627987)"
NORTHUMBERLAND,ARCHIE FOOD BASKET INC.,7-ELEVEN STORE #40402A,17847,US,49**3063,Cig/OTP Retail,02/28/2023,"55 RACE STREET
MILTON, PA 17847
(41.016635, -76.85421)"
BERKS,GOLDY FOODS INC,GOLDY FOODS INC,19602,US,06**7647,Retail,02/28/2023,"313 S 7TH ST
READING, PA 19602
(40.330074, -75.924115)"
PHILADELPHIA,MYOUNG SIM,WEBERS DELI,19142,US,51**3545,Retail,02/28/2023,"2501 S HOBSON ST
PHILADELPHIA, PA 19142
(39.919597, -75.233802)"
ALLEGHENY,GIANT EAGLE INC,GET GO #3487,15223-1227,US,70**3150,Cig/OTP Retail,02/28/2023,"801 MOUNT ROYAL BLVD
PITTSBURGH, PA 15223-1227
(40.514184, -79.959093)"
WESTMORELAND,GIANT EAGLE INC,GIANT EAGLE 81,15601,US,70**3093,Cig/OTP Retail,02/28/2023,"EAST GATE PLAZA
GREENSBURG, PA 15601"
HUNTINGDON,MEMORIAL HOME ASSOCIATION OF,MEMORIAL HOME ASSN OF ORBISONIA,17249,US,31**8703,Cig/OTP Retail,02/28/2023,"573 VALLEY ST
ROCKHILL FURNACE, PA 17249
(40.240331, -77.901954)"
ALLEGHENY,GIANT EAGLE INC,GIANT EAGLE 17,15206-4096,US,70**3011,Cig/OTP Retail,02/28/2023,"6320 SHAKESPEARE ST STE 1
PITTSBURGH, PA 15206-4096
(40.458902, -79.921252)"
CHESTER,MCCABES BEVERAGE INC,MR BOTTLE BEVERAGE,19312-1634,US,15**9842,Retail,02/28/2023,"521 LANCASTER AVE
BERWYN, PA 19312-1634
(40.047441, -75.43629)"
ALLEGHENY,SHUBHSHIVA PERTO INC,SHUBHSHIVA PETRO INC,15205,US,02**5978,Retail,02/28/2023,"113 NOBLE AVENUE
CREFTON, PA 15205
(40.434739, -80.065607)"
LAWRENCE,CASCADE EXPRESS INC,CASCADE EXPRESS INC,16101-3929,US,37**5329,Cig/OTP Retail,02/28/2023,"1302 MORAVIA ST
NEW CASTLE, PA 16101-3929
(40.985059, -80.349842)"
ERIE,SARDAAR SHIBE INC,LUCKY FOOD MART 2,16507,US,25**4493,Retail,02/28/2023,"701 STATE STREET
ERIE, PA 16507
(42.12821, -80.08443)"
LUZERNE,KINGSTON AMUSEMENT CO INC,SCREWY MOOSE,18651,US,40**3700,Vending,02/28/2023,"STATE STREET
PLYMOUTH, PA 18651"
MONTGOMERY,JAPAN TOBACCO INTERNATIONAL USA INC,JEREMY NYE,17566,US,46**0189,Retail - Itinerant,02/28/2023,"6 ALBRIGHT WAY
QUARRYVILLE, PA 17566"
LUZERNE,KINGSTON AMUSEMENT CO INC,ROB'S PUB,18651,US,40**3700,Vending,02/28/2023,"232 NESBITTE STREET
LARKSVILLE, PA 18651
(41.245046, -75.947193)"
BLAIR,TRU HEALING CONCEPTS LLC,TRU HEALING CONCEPTS LLC,16601-3100,US,07**4226,OTP Retail,02/28/2023,"1701 12TH AVENUE
ALTOONA, PA 16601-3100
(40.513006, -78.407683)"
CLEARFIELD,MID STATE AMUSEMENT CO INC,F O EAGLES #812,16830-2433,US,17**7758,Vending,02/28/2023,"310 E MARKET ST
CLEARFIELD, PA 16830-2433
(41.022069, -78.435755)"
CLEARFIELD,MID STATE AMUSEMENT CO INC,OLYMPIC ATHLETIC CLUB,15801,US,17**7758,Vending,02/28/2023,"205 NEW ST
DUBOIS, PA 15801
(41.123086, -78.76304)"
BEAVER,GIANT EAGLE INC,GETGO #3182,16117-3055,US,70**3227,Cig/OTP Retail,02/28/2023,"263 ROUTE 288
ELLWOOD CITY, PA 16117-3055
(40.846377, -80.260791)"
DAUPHIN,AMANI ENTERPRISES LLC,AMANI ENTERPRISE LLC,17104,US,22**2045,Cig/OTP Retail,02/28/2023,"1266 DERRY ST
HARRISBURG, PA 17104
(40.263078, -76.869001)"
LUZERNE,ANA FERREIRA,,18202,US,40**3170,Cig/OTP Retail,02/28/2023,"519 SUSQUEHANNA BLVD
HAZLE TOWNSHIP, PA 18202
(40.979261, -76.013633)"
CLARION,KINGDOM VAPOR INC,KINGDOM VAPOR INC,16001,US,16**7776,OTP Wholesale,02/28/2023,"545 CHICORA ROAD
BUTLER, PA 16001
(40.902146, -79.818268)"
FRANKLIN,RITE AID OF PENNSYLVANIA LLC,RITE AID PHARMACY #00232,17222,US,28**0211,Cig/OTP Retail,02/28/2023,"5035 LINCOLN WAY E
FAYETTEVILLE, PA 17222
(39.907786, -77.551076)"
YORK,RITE AID OF PENNSYLVANIA LLC,RITE AID PHARMACY #00517,17401-1203,US,70**8060,Cig/OTP Retail,02/28/2023,"40-42 WEST MARKET ST
YORK, PA 17401-1203
(39.962032, -76.729119)"
DELAWARE,RITE AID DRUG PALACE INC,RITE AID PHARMACY #01567,19008-1308,US,70**8289,Cig/OTP Retail,02/28/2023,"2901 SPRINGFIELD RD
BROOMALL, PA 19008-1308
(39.982139, -75.372747)"
ALLEGHENY,MICHAEL PATTON,BLAINE HILL VFW,15037,US,02**5102,Vending,02/28/2023,"409 OXFORD AVENUE
ELIZABETH, PA 15037
(40.273089, -79.875402)"
BERKS,NEW FREDDY GROCERY INC,NEW FREDDY GROCERY INC,19601,US,06**5958,OTP Retail,02/28/2023,"55 NORTH 10TH STREET
READING, PA 19601
(40.33671, -75.918109)"
ALLEGHENY,TINY BOX VAPE SHOP INC,TINY BOX VAPE SHOP INC,15136-1536,US,02**1056,OTP Retail,02/28/2023,"1770 PINE HOLLOW RD
MCKEES ROCKS, PA 15136-1536
(40.47643, -80.10127)"
PHILADELPHIA,RITE AID OF PENNSYLVANIA LLC,RITE AID PHARMACY #03225,19132-1420,US,70**8440,Cig/OTP Retail,02/28/2023,"2201 W ALLEGHENY AVE
PHILADELPHIA, PA 19132-1420
(40.00332, -75.166247)"
CUMBERLAND,SPEEDWAY LLC,SPEEDWAY # 06739,17013,US,21**0057,Cig/OTP Retail,02/28/2023,"7034 CARLISLE PIKE
CARLISLE, PA 17013
(40.232309, -77.095689)"
BUCKS,RITE AID OF PENNSYLVANIA LLC,RITE AID PHARMACY #00850,19054-1708,US,70**8128,Cig/OTP Retail,02/28/2023,"8716 NEW FALLS RD
LEVITTOWN, PA 19054-1708
(40.173566, -74.832188)"
PHILADELPHIA,SONIC CONVENIENCE INC,SONIC CONVENIENCE INC.,19141,US,51**8967,Retail,02/28/2023,"6200 N. BROAD ST
PHILADELPHIA, PA 19141
(40.047977, -75.142727)"
LACKAWANNA,RITE AID OF PENNSYLVANIA LLC,RITE AID PHARMACY #03775,18504-1866,US,70**8614,Cig/OTP Retail,02/28/2023,"500 N MAIN AVE
SCRANTON, PA 18504-1866
(41.418016, -75.675203)"
WYOMING,THRIFT DRUG INC,RITE AID #11076,18657-9601,US,70**0036,Cig/OTP Retail,02/28/2023,"420 TIOGA WEST PLZ STE 110
TUNKHANNOCK, PA 18657-9601
(41.541611, -75.961877)"
NORTHAMPTON,RACETRACK LLC,RACETRACK LLC,18017,US,48**2522,Cig/OTP Retail,02/28/2023,"2350 LINDEN ST
BETHLEHEM, PA 18017
(40.645567, -75.36246)"
PHILADELPHIA,FELTON MINI MARKET INC,FELTON MINI MARKET INC,19151,US,51**2432,Retail,02/28/2023,"6225 LANSDOWNE AVENUE
PHILADELPHIA, PA 19151
(39.975433, -75.244601)"
ALLEGHENY,EAGLE CIGARETTE SERVICE INC,TIMS CORNER BAR,15088,US,02**7788,Vending,02/28/2023,"700 4TH STREET
WEST ELIZABETH, PA 15088
(40.272648, -79.895919)"
BRADFORD,KEVIN SMITH AMUSEMENTS INC,LOVELTON HOTEL,18629,US,08**1515,Vending,02/28/2023,"952 ROUTE 4010
MEHOOPANY, PA 18629"
ALLEGHENY,NOVO VENDING SERVICE LLC,NOVO VENDING SERVICE LLC,15229-1125,US,02**3024,Wholesale,02/28/2023,"735 PERRY HWY
PITTSBURGH, PA 15229-1125
(40.528711, -80.035296)"
BUCKS,THRIFT DRUG INC,RITE AID 11090,18944-1248,US,70**0350,Cig/OTP Retail,02/28/2023,"519 CONSTITUTION AVE
PERKASIE, PA 18944-1248
(40.363981, -75.29863)"
CAMBRIA,MAHEK AND MAHI IV,MAHEK AND MAHI IV INC,15906,US,11**4838,Retail,02/28/2023,"160 FAIRFIELD AVE
JOHNSTOWN, PA 15906
(40.34468, -78.944823)"
MONTGOMERY,KINGS OF PRUSSIA GURU INC,PANTRY 1 FOOD,19406-2038,US,46**0443,OTP Retail,02/28/2023,"207 N HENDERSON RD
KING OF PRUSSIA, PA 19406-2038
(40.096932, -75.365871)"
WESTMORELAND,GIANT EAGLE INC,GETGO #3123,15650,US,65**4597,Cig/OTP Retail,02/28/2023,"3903 US ROUTE 30 E
LATROBE, PA 15650
(40.285587, -79.385219)"
FRANKLIN,NEALS TOBACCO LLC,NEALS TOBACCO LLOC,17201,US,28**8923,Cig/OTP Retail,02/28/2023,"3251 BLACK GAP ROAD
CHAMBERSBURG, PA 17201
(39.961051, -77.575591)"
CHESTER,THRIFT DRUG INC,RITE AID #11142,19320-5800,US,70**0347,Cig/OTP Retail,02/28/2023,"128 AIRPORT RD
COATESVILLE, PA 19320-5800
(39.985246, -75.868959)"
DAUPHIN,MUTEE INC,KHAN FOOD,17102-2612,US,22**2683,Cig/OTP Retail,02/28/2023,"1300 N 2ND ST
HARRISBURG, PA 17102-2612
(40.268764, -76.891654)"
PHILADELPHIA,TN FOOD MARKET INC,TN FOOD MARKET INC,19131,US,51**3248,Cig/OTP Retail,02/28/2023,"5845 MASTER ST
PHILADELPHIA, PA 19131
(39.972956, -75.237885)"
CUMBERLAND,RITE AID OF PENNSYLVANIA LLC,RITE AID PHARMACY # 02000,17055-5674,US,70**8662,Cig/OTP Retail,02/28/2023,"330 CUMBERLAND PKWY
MECHANICSBURG, PA 17055-5674
(40.193191, -76.980138)"
ALLEGHENY,MICHAEL PATTON,GRANDVIEW SOCIAL CLUB,15211,US,02**5102,Vending,02/28/2023,"200 FINGAL STREET
PITTSBURGH, PA 15211
(40.440571, -80.026885)"
UNKNOWN/OUT OF STATE,KEYSTONE TOBACCO COM INC,KEYSTONE TOBACCO COMPANY INC,14901-1217,US,00**0322,CSA/OTP Wholesale,02/28/2023,"1575 LAKE ST
ELMIRA, NY 14901-1217
(42.116871, -76.808428)"
LANCASTER,ASIAN FAMILY GROCERY LLC,ASIAN FAMILY GROCERY LLC,17603,US,36**5133,Cig/OTP Retail,02/28/2023,"1831 COLUMBIA AVE
LANCASTER, PA 17603
(40.038428, -76.35551)"
PHILADELPHIA,RITE AID OF PENNSYLVANIA LLC,RITE AID PHARMACY #02790,19121-4311,US,70**8436,Cig/OTP Retail,02/28/2023,"1528 N BROAD ST
PHILADELPHIA, PA 19121-4311
(39.976916, -75.158362)"
PHILADELPHIA,JING CHEN,SONGS LAUNDROMAT,19143,US,51**7381,Retail,02/28/2023,"647-49 S 60TH ST
PHILADELPHIA, PA 19143
(39.951189, -75.243012)"
CAMBRIA,FAMILY DOLLAR STORES OF PA LLC,FAMILY DOLLAR # 21955,15946,US,11**3898,Cig/OTP Retail,02/28/2023,"3670 PORTAGE ST
PORTAGE, PA 15946
(40.393628, -78.669927)"
HUNTINGDON,SHEETZ INC,SHEETZ STORE #577,16652,US,31**9356,Cig/OTP Retail,02/28/2023,"9894 SHANER BLVD
HUNTINGDON, PA 16652
(40.489018, -78.042085)"
BUTLER,SHEETZ INC,SHEETZ #521,16066,US,70**7301,Cig/OTP Retail,02/28/2023,"200 EHRMAN ROAD
CRANBERRY TWP, PA 16066"
PHILADELPHIA,MUNCHMII SNACKS LLC,MUNCHMII SNACKS LLC,19133,US,51**5481,Retail,02/28/2023,"3033 GERMANTOWN AVENUE
PHILADELPHIA, PA 19133
(39.998378, -75.147004)"
NORTHAMPTON,WIND GAP CITGO LLC,WIND GAP CITGO LLC,18091,US,48**2111,Cig/OTP Retail,02/28/2023,"1040 SOUTH BROADWAY
WIND GAP, PA 18091
(40.835468, -75.296981)"
PHILADELPHIA,MCKEAN LAUNDROMAT LLC,MCKEAN LAUNDROMAT LLC,19148-2342,US,51**1825,Cig/OTP Retail,02/28/2023,"800 MCKEAN ST
PHILADELPHIA, PA 19148-2342
(39.924315, -75.159564)"
WESTMORELAND,GATEWAY CONVENIENCE,"620 NORTH MAIN STREET, GREENSBURG,",15601,US,65**3086,Cig/OTP Retail,02/28/2023,"620 NORTH MAIN STREET
GREENSBURG, PA 15601
(40.312907, -79.547932)"
PHILADELPHIA,JOES 16TH ST NEWS STAND,JOES 16TH ST NEWS #2,19103,US,51**1637,Retail,02/28/2023,"16TH & MARKET STS NW CORNER
PHILADELPHIA, PA 19103"
CUMBERLAND,SHRI GANESH 21 LLC,SHRI GANESH 21 LLC,17013,US,21**2736,Cig/OTP Retail,02/28/2023,"2001 W TRINDLE ROAD
CARLISLE, PA 17013
(40.199039, -77.155515)"
ALLEGHENY,UTSAVS NEWS LLC,UTSAV S NEWS LLC,15219-1616,US,02**1523,Cig/OTP Retail,02/28/2023,"400 CHERRY WAY
PITTSBURGH, PA 15219-1616
(40.438682, -79.998467)"
YORK,RITE AID OF PENNSYLVANIA LLC,RITE AID PHARMACY #02510,17331-3109,US,70**8582,Cig/OTP Retail,02/28/2023,"43-47 BALTIMORE ST
HANOVER, PA 17331-3109
(39.799752, -76.982492)"
NORTHAMPTON,THRIFT DRUG INC,RITE AID #11048,18055-1716,US,70**0033,Cig/OTP Retail,02/28/2023,"110 MAIN ST
HELLERTOWN, PA 18055-1716
(40.572618, -75.341315)"
LUZERNE,KINGSTON AMUSEMENT CO INC,GOODFELLAS,17901-9235,US,40**3700,Vending,02/28/2023,"1105 S CENTRE ST
POTTSVILLE, PA 17901-9235
(40.67341, -76.185963)"
PHILADELPHIA,RITE AID OF PENNSYLVANIA LLC,DBA RITE AID PHARMACY #01956,19154-1927,US,70**8341,Cig/OTP Retail,02/28/2023,"PARKWOOD SHOPPING CTR
PHILADELPHIA, PA 19154-1927"
ALLEGHENY,EAGLE CIGARETTE SERVICE INC,POLISH LITERARY #750,15045,US,02**7788,Vending,02/28/2023,"542 INDIAN AVENUE
GLASSPORT, PA 15045"
PHILADELPHIA,JOHANNY DELI MARKET INC,JOHANNY DELI MARKET INC,19140,US,51**0296,Retail,02/28/2023,"4265 N FRANKLIN ST,
PHILADELPHIA, PA 19140
(40.017115, -75.139126)"
ALLEGHENY,MICHAEL PATTON,DALES BAR & GRILL,15217,US,02**5102,Vending,02/28/2023,"4377 MURRAY AVENUE
PITTSBURGH, PA 15217
(40.419853, -79.928302)"
LUZERNE,KINGSTON AMUSEMENT CO INC,ARTUROS,18641,US,40**3700,Vending,02/28/2023,"140 MAIN STREET
DUPONT, PA 18641
(41.327065, -75.745469)"
LAWRENCE,GIANT EAGLE INC,GET GO #3045,16101-1237,US,70**3155,Cig/OTP Retail,02/28/2023,"1901 W STATE ST
NEW CASTLE, PA 16101-1237
(41.006602, -80.37727)"
ALLEGHENY,GIANT EAGLE INC,GIANT EAGLE 45,15237-6008,US,70**3109,Cig/OTP Retail,02/28/2023,"9805 MCKNIGHT RD
PITTSBURGH, PA 15237-6008
(40.585829, -80.037449)"
LUZERNE,ARYAA LLC,ARYAA LLC,18252,US,40**9287,Cig/OTP Retail,02/28/2023,"855 W. PENN PIKE
TAMAQUA, PA 18252
(40.75826, -75.944604)"
MONROE,RITE AID OF PENNSYLVANIA LLC,RITE AID PHARMACY 00170,18301-2104,US,70**8220,Cig/OTP Retail,02/28/2023,"128 N COURTLAND STREET
EAST STROUDSBURG, PA 18301-2104
(41.002307, -75.183088)"
ALLEGHENY,THRIFT DRUG INC,RITE AID #10930,15213-3409,US,70**0134,Cig/OTP Retail,02/28/2023,"3700 FORBES AVE
PITTSBURGH, PA 15213-3409
(40.44114, -79.95755)"
UNKNOWN/OUT OF STATE,DOUBLE M VENDING,FAILTES,18328,US,00**3187,Vending,02/28/2023,"1492 PA-739
DINGMANS FERRY, PA 18328
(41.282356, -74.932224)"
LACKAWANNA,PENNSYLVANIA COIN LLC,VILLAGE TAVERN,18621-3001,US,35**7786,Vending,02/28/2023,"3719 MAIN RD
HUNLOCK CREEK, PA 18621-3001
(41.226948, -76.139587)"
NORTHAMPTON,JUTT GROUP INC,JUTT GROUP INC,18064,US,48**4139,Cig/OTP Retail,02/28/2023,"848 NAZARETH PIKE SUITE 2
NAZARETH, PA 18064
(40.732046, -75.313037)"
ALLEGHENY,TUBE CITY DISTRIBUTING CO,TUBE CITY DISTRIBUTING CO,15132-3920,US,02**1076,Cig/OTP Retail,02/28/2023,"912 WALNUT ST
MCKEESPORT, PA 15132-3920
(40.346479, -79.863988)"
PHILADELPHIA,WENQIU LI,Q J GROCERY,19124-4931,US,51**8889,Retail,02/28/2023,"1364 E HUNTING PARK AVE
PHILADELPHIA, PA 19124-4931
(40.010517, -75.10025)"
DELAWARE,WALGREEN EASTERN CO INC,WALGREENS #12492,19317-9040,US,70**9108,Cig/OTP Retail,02/28/2023,"190 WILMINGTON W CHESTER PIKE
CHADDS FORD, PA 19317-9040
(39.848581, -75.537867)"
LACKAWANNA,GOODFIELD CONVENIENT STORES INC,GOODYS TOBACCO CO INC,18403,US,35**6025,OTP Retail,02/28/2023,"RR 202 BOX BETTY
EYNON, PA 18403"
UNKNOWN/OUT OF STATE,CORE-MARK MIDCONTINENT INC,CORE MARK MIDCONTINENT,44139-4394,US,00**0163,CSA/OTP Wholesale,02/28/2023,"30300 EMERALD VALLEY PKWY
SOLON, OH 44139-4394
(41.361016, -81.461092)"
ALLEGHENY,CANDYGIRL ENT. LLC,HOP'S PLACE,15212,US,02**7118,Vending,02/28/2023,"3037 SHADELAND AVE
PITTSBURGH, PA 15212
(40.472766, -80.031261)"
PHILADELPHIA,DATTA ENTERPRISES INC,DATTA ENTERPRISES INC,19149,US,51**0407,OTP Retail,02/28/2023,"6400 ROOSEVELT BLVD
PHILADELPHIA, PA 19149
(40.035498, -75.069892)"
DAUPHIN,RITE AID OF PENNSYLVANIA LLC,RITE AID PHARMACY #03608,17104-2334,US,70**8003,Cig/OTP Retail,02/28/2023,"1941 DERRY ST
HARRISBURG, PA 17104-2334
(40.261183, -76.855899)"
BUCKS,RITE AID OF PENNSYLVANIA LLC,RITE AID  #00293,18974-4518,US,70**8183,Cig/OTP Retail,02/28/2023,"599 YORK ROAD
WARMINSTER, PA 18974-4518
(40.205666, -75.099963)"
PHILADELPHIA,RAMON CORREA LOPEZ,PAPY DELI GROCERY,19130,US,51**4339,Cig/OTP Retail,02/28/2023,"839 N 20TH ST
PHILADELPHIA, PA 19130
(39.970294, -75.169518)"
WESTMORELAND,THRIFT DRUG INC,RITE AID #10968,15642-2718,US,70**0175,Cig/OTP Retail,02/28/2023,"8775 NORWIN AVE
N HUNTINGDON, PA 15642-2718
(40.316901, -79.693355)"
BUCKS,THRIFT DRUG INC,RITE AID #11115,19067-3512,US,70**0229,Cig/OTP Retail,02/28/2023,"547 W TRENTON AVE
MORRISVILLE, PA 19067-3512
(40.211306, -74.79419)"
ALLEGHENY,GIANT EAGLE INC,GETGO KIOSK #3105,15037-1668,US,70**3258,Cig/OTP Retail,02/28/2023,"1000 HAYDEN BLVD
ELIZABETH, PA 15037-1668
(40.264956, -79.87902)"
INDIANA,RITE AID OF PENNSYLVANIA LLC,RITE AID PHARMACY #01014,15717-7964,US,70**8204,Cig/OTP Retail,02/28/2023,"200 RESORT PLAZA DR
BLAIRSVILLE, PA 15717-7964
(40.442622, -79.228793)"
ALLEGHENY,THRIFT DRUG INC,RITE AID #10937,15222-2505,US,70**0361,Cig/OTP Retail,02/28/2023,"623 SMITHFIELD ST
PITTSBURGH, PA 15222-2505
(40.441804, -79.997501)"
LANCASTER,SUN VAPE & SMOKE SHOP INC,SUN VAPE & SMOKE SHOP INC,17522,US,36**4763,Cig/OTP Retail,02/28/2023,"887 EAST MAIN STREET
EPHRATA, PA 17522
(40.164169, -76.154436)"
ALLEGHENY,GIANT EAGLE INC,GIANT EAGLE 78,15235-3337,US,70**3044,Cig/OTP Retail,02/28/2023,"230 RODI RD
PENN HILLS, PA 15235-3337
(40.462875, -79.824108)"
ARMSTRONG,RITE AID OF PENNSYLVANIA LLC,RITE AID PHARMACY #02685,16226-1109,US,70**8415,Cig/OTP Retail,02/28/2023,"838 5TH AVE
FORD CITY, PA 16226-1109
(40.769225, -79.531054)"
YORK,FMK INTERNATIONAL USA LLC,FMK INTERNATIONAL USA,17404-5506,US,67**1766,Retail,02/28/2023,"1947 W MARKET ST
YORK, PA 17404-5506
(39.952543, -76.770521)"
VENANGO,WYATTVILLE COUNTRY STORE,WYATTVILLE COUNTRY STORE,16323-5829,US,61**0366,Cig/OTP Retail,02/28/2023,"1205 PINE DR
FRANKLIN, PA 16323-5829
(41.445554, -79.889387)"
ALLEGHENY,HYPATIA HOLDINGS LP,HYPATIA HOLDINGS LP,15143-4029,US,02**4306,Cig/OTP Retail,02/28/2023,"2619 WEXFORD BAYNE RD
SEWICKLEY, PA 15143-4029
(40.614428, -80.098552)"
SOMERSET,MAMA TS TAVERN LLC,MAMA TS TAVERN LLC,15558,US,56**7039,Retail,02/28/2023,"65 GRANT STREET, PO BOX 476
SALISBURY, PA 15558
(39.754015, -79.081127)"
WESTMORELAND,SHEETZ INC,SHEETZ #503,15642,US,70**7296,Cig/OTP Retail,02/28/2023,"101 RONDA COURT
NORTH HUNTINGDON, PA 15642
(40.316223, -79.684281)"
PHILADELPHIA,GOLDEN GARDEN DELI GROCERY INC,GOLDEN GARDEN DELI GROCERY INC,19148,US,51**4120,Cig/OTP Retail,02/28/2023,"1600 S 12TH ST
PHILADELPHIA, PA 19148
(39.929906, -75.164683)"
DELAWARE,WALGREEN EASTERN CO INC,WALGREENS #11056,19342,US,23**5952,OTP Retail,02/28/2023,"51 BALTIMORE PIKE
GLEN MILLS, PA 19342
(39.897101, -75.486482)"
CLARION,JOHN ZANOT,DESPERADOS,16242,US,16**0807,Vending,02/28/2023,"RT 28
NEW BETHLEHEM, PA 16242"
LEHIGH,EVANGELISTA GROCERY STORE INC,EVANGELISTA GROCERY STORE INC,18102,US,39**3182,Retail,02/28/2023,"439 W LIBERTY ST
ALLENTOWN, PA 18102
(40.610516, -75.470193)"
ALLEGHENY,BELMONT AMUSEMENT COMPANY INC,JAYS OTHER PLACE,16002,US,02**7694,Vending,02/28/2023,"RT 8
BUTLER, PA 16002"
FAYETTE,SHEETZ INC,SHEETZ #670,15417,US,26**0006,Cig/OTP Retail,02/28/2023,"1105 GRINDSTONE ROAD
BROWSVILLE, PA 15417
(40.010356, -79.867503)"
MERCER,PENN OHIO CIGAR COMPANY,THE PENN-OHIO CIGAR CO,16146,US,43**3056,OTP Retail,02/28/2023,"91 E STATE ST
SHARON, PA 16146
(41.232926, -80.507431)"
PHILADELPHIA,SFM GROCERY STORE LLC,SFM GROCERY STORE LLC,19140,US,51**1646,Retail,02/28/2023,"4056 N DARIEN STREET
PHILADELPHIA, PA 19140
(40.014039, -75.140919)"
CENTRE,SHEETZ INC,SHEETZ #715,16801,US,14**3886,Cig/OTP Retail,02/28/2023,"3261 W COLLEGE AVE
STATE COLLEGE, PA 16801
(40.758954, -77.876964)"
ERIE,COUNTRY FAIR INC,COUNTRY FAIR INC #43,16509-1466,US,70**8100,Cig/OTP Retail,02/28/2023,"3826 PEACH ST
ERIE, PA 16509-1466
(42.09595, -80.082363)"
INDIANA,SHEETZ INC,SHEETZ #369,15748,US,70**7247,Cig/OTP Retail,02/28/2023,"2260 ROUTE 119 HWY SOUTH
HOMER CITY, PA 15748
(40.538365, -79.155872)"
ERIE,COUNTRY FAIR INC,COUNTRY FAIR INC,16510-2590,US,25**2044,Cig/OTP Wholesaler,02/28/2023,"2251 E 30TH ST
ERIE, PA 16510-2590
(42.126974, -80.021921)"
FRANKLIN,SMOKIN JOES TOBACCO SHOP INC,SMOKIN JOES TOBACCO SHOP INC,17225-8401,US,28**7363,Cig/OTP Retail,02/28/2023,"13658 MOLLY PITCHER HWY STE E
GREENCASTLE, PA 17225-8401
(39.750922, -77.72653)"
CLARION,KMDS ENTERPRISES INC,KMDS ENTERPRISES INC,16028,US,16**0751,Cig/OTP Retail,02/28/2023,"410 KELLYS WAY
EAST BRADY, PA 16028
(40.987783, -79.615293)"
CENTRE,SHEETZ INC,SHEETZ #562,16828-8416,US,14**8507,Cig/OTP Retail,02/28/2023,"106 SAVANNAH LN
CENTRE HALL, PA 16828-8416"
UNKNOWN/OUT OF STATE,THE H T HACKNEY CO,H T HACKNEY CO,25541,US,99**8037,OTP Wholesale,02/28/2023,"1 JAMES RIVER TURNPIKE
MILTON, WV 25541
(38.426678, -82.131299)"
PHILADELPHIA,HPR DISTRIBUTORS LLC,HPR DISTRIBUTORS LLC,19134,US,51**8188,OTP Wholesale,02/28/2023,"3251 CEDAR STREET
PHILADELPHIA, PA 19134
(39.988998, -75.104075)"
PHILADELPHIA,JATIN PATEL,PATS CORNER STORE,19136,US,51**1256,Cig/OTP Retail,02/28/2023,"4505 RHAWN STREET
PHILADELPHIA, PA 19136
(40.036683, -75.026023)"
WASHINGTON,FREDERICKTOWN BUTCHER SHOP INC,FREDERICKTOWN BUTCHERSHOP INC,15333,US,63**0862,Cig/OTP Retail,02/28/2023,"334 FRONT ST
FREDERICKTOWN, PA 15333"
CAMBRIA,SHEETZ INC,SHEETZ # 430,15931-4129,US,70**7267,Cig/OTP Retail,02/28/2023,"4375 ADMIRAL PEARY HWY
EBENSBURG, PA 15931-4129
(40.468032, -78.757006)"
MONTGOMERY,GILBERTSVILLE CIGAR FACTORY LLC,GILBERTSVILLE CIGAR FACTORY LLC,19525,US,46**5504,OTP Retail,02/28/2023,"1237 EAST PHILADELPHIA AVE
GILBERTSVILLE, PA 19525
(40.321486, -75.612916)"
ALLEGHENY,PAR MAR OIL COMPANY,PAR MAR STORE #104,15237,US,02**8282,Retail,02/28/2023,"501 LOWRIES RUN RD
PITTSBURGH, PA 15237
(40.534315, -80.053141)"
PHILADELPHIA,FRONT STREET DONUTS LLC,DUNKIN DONUTS  & CONOCO GAS STATION,19129,US,51**7481,OTP Retail,02/28/2023,"5643 RIDGE AVE
PHILADELPHIA, PA 19129
(40.026531, -75.209205)"
