"ID","age","sex","ethnicity","ethnic.target","target.type","target","sympathy","average.sympathy","c.sympathy","c.average.sympathy","warmth"
2947410561,29,"male","White","Black","outgroup",1,4,5.14285714285714,-1.14285714285714,-1.41347270615563,5
2947410683,21,"male","White","Black","outgroup",1,7,5.14285714285714,1.85714285714286,-1.41347270615563,8
2947447283,35,"male","White","Black","outgroup",1,8,5.57142857142857,2.42857142857143,-0.984901277584204,8
2947447361,26,"male","Black","Black","ingroup",-1,7,5.71428571428571,1.28571428571429,-0.842044134727061,8
2948663870,18,"female","East Asian","Black","outgroup",1,10,7.85714285714286,2.14285714285714,1.30081300813008,6
2948714985,28,"male","White","Black","outgroup",1,6,4.85714285714286,1.14285714285714,-1.69918699186992,4
2948715505,23,"male","White","Black","outgroup",1,7,5.28571428571429,1.71428571428571,-1.27061556329849,8
2948715615,31,"female","White","Black","outgroup",1,8,6,2,-0.556329849012775,8
2952751486,18,"female","East Asian","Black","outgroup",1,6,5.71428571428571,0.285714285714286,-0.842044134727061,6
2957728051,18,"male","South Asian","Black","outgroup",1,6,6.14285714285714,-0.142857142857143,-0.413472706155632,11
2957841757,18,"male","East Asian","Black","outgroup",1,9,6.85714285714286,2.14285714285714,0.300813008130081,9
2686418065,19,"female","East Asian","South Asian","outgroup",1,6,3.28571428571429,2.71428571428571,-3.27061556329849,8
2686421993,21,"female","Black","South Asian","outgroup",1,9,8.14285714285714,0.857142857142858,1.58652729384437,11
2689644625,20,"male","White","South Asian","outgroup",1,10,9.42857142857143,0.571428571428571,2.87224157955865,8
2691389255,16,"female","White","South Asian","outgroup",1,7,5.85714285714286,1.14285714285714,-0.699186991869919,10
2693147902,42,"female","White","South Asian","outgroup",1,7,7.57142857142857,-0.571428571428571,1.0150987224158,6
2699273962,19,"female","White","South Asian","outgroup",1,7,6.71428571428571,0.285714285714286,0.157955865272939,7
2699519421,27,"male","Black","South Asian","outgroup",1,2,2.28571428571429,-0.285714285714286,-4.27061556329849,6
2703252355,19,"male","South Asian","South Asian","ingroup",-1,10,9.28571428571429,0.714285714285714,2.72938443670151,9
2704910121,16,"male","South Asian","South Asian","ingroup",-1,11,10,1,3.44367015098722,10
2707212945,22,"female","Arabic","South Asian","outgroup",1,9,8.71428571428571,0.285714285714286,2.15795586527294,9
2715291121,22,"female","South Asian","South Asian","ingroup",-1,10,9.85714285714286,0.142857142857142,3.30081300813008,8
2723401015,65,"male","White","South Asian","outgroup",1,7,8,-1,1.44367015098722,9
2725041058,28,"female","Black","South Asian","outgroup",1,6,5.33333333333333,0.666666666666667,-1.22299651567944,6
2726742898,17,"female","East Asian","South Asian","outgroup",1,8,7.42857142857143,0.571428571428571,0.872241579558653,9
2726811272,23,"male","White","South Asian","outgroup",1,7,6.28571428571429,0.714285714285714,-0.27061556329849,8
2726822900,21,"male","South Asian","South Asian","ingroup",-1,6,5.85714285714286,0.142857142857143,-0.699186991869919,6
2727418770,21,"male","White","South Asian","outgroup",1,6,6.71428571428571,-0.714285714285714,0.157955865272939,6
2727425179,18,"female","Black","South Asian","outgroup",1,11,10.4285714285714,0.571428571428571,3.87224157955865,10
2728025456,35,"female","White","South Asian","outgroup",1,5,4.85714285714286,0.142857142857143,-1.69918699186992,6
2728049492,25,"female","East Asian","South Asian","outgroup",1,8,8,0,1.44367015098722,9
2728062356,48,"female","White","South Asian","outgroup",1,7,6.57142857142857,0.428571428571429,0.0150987224157957,6
2728503749,44,"male","White","South Asian","outgroup",1,1,1.85714285714286,-0.857142857142857,-4.69918699186992,8
2729554736,21,"female","White","South Asian","outgroup",1,8,6.14285714285714,1.85714285714286,-0.413472706155632,7
2729753307,19,"female","East Asian","South Asian","outgroup",1,9,7.28571428571429,1.71428571428571,0.72938443670151,9
2729825008,35,"female","East Asian","South Asian","outgroup",1,9,6.85714285714286,2.14285714285714,0.300813008130081,10
2731364880,18,"female","South Asian","South Asian","ingroup",-1,9,9,0,2.44367015098722,9
2731379974,18,"female","South Asian","South Asian","ingroup",-1,9,5.85714285714286,3.14285714285714,-0.699186991869919,9
2731389812,19,"male","South Asian","South Asian","ingroup",-1,11,8.14285714285714,2.85714285714286,1.58652729384437,10
2731396843,24,"female","South Asian","South Asian","ingroup",-1,1,3.42857142857143,-2.42857142857143,-3.12775842044135,4
2731427023,29,"female","East Asian","South Asian","outgroup",1,8,7.57142857142857,0.428571428571429,1.0150987224158,6
2731433398,23,"female","South Asian","South Asian","ingroup",-1,10,6.85714285714286,3.14285714285714,0.300813008130081,7
2731438695,16,"female","East Asian","South Asian","outgroup",1,6,6.14285714285714,-0.142857142857143,-0.413472706155632,6
2731445587,26,"female","East Asian","South Asian","outgroup",1,8,8,0,1.44367015098722,6
2731472699,23,"female","East Asian","South Asian","outgroup",1,9,8.42857142857143,0.571428571428571,1.87224157955865,9
2731509146,19,"male","White","South Asian","outgroup",1,6,5.71428571428571,0.285714285714286,-0.842044134727061,6
2731550324,21,"male","East Asian","South Asian","outgroup",1,9,8.85714285714286,0.142857142857142,2.30081300813008,7
2731561185,21,"male","White","South Asian","outgroup",1,8,7.85714285714286,0.142857142857143,1.30081300813008,8
2731563337,22,"female","Arabic","South Asian","outgroup",1,10,9.57142857142857,0.428571428571429,3.0150987224158,11
2733024346,36,"female","White","South Asian","outgroup",1,6,6.14285714285714,-0.142857142857143,-0.413472706155632,6
2733222546,21,"male","East Asian","South Asian","outgroup",1,8,7.14285714285714,0.857142857142857,0.586527293844368,10
2733286772,20,"female","East Asian","South Asian","outgroup",1,2,5.28571428571429,-3.28571428571429,-1.27061556329849,10
2735012564,20,"male","Latino","South Asian","outgroup",1,9,8.28571428571429,0.714285714285714,1.72938443670151,8
2735186617,19,"female","East Asian","South Asian","outgroup",1,5,5.28571428571429,-0.285714285714286,-1.27061556329849,8
2737841082,22,"female","White","South Asian","outgroup",1,6,5.57142857142857,0.428571428571429,-0.984901277584204,6
2737850935,22,"female","Black","South Asian","outgroup",1,9,8.42857142857143,0.571428571428571,1.87224157955865,6
2737868788,19,"male","East Asian","South Asian","outgroup",1,10,6,4,-0.556329849012775,11
2737911619,19,"female","East Asian","South Asian","outgroup",1,2,3.14285714285714,-1.14285714285714,-3.41347270615563,8
2738069387,19,"male","East Asian","South Asian","outgroup",1,6,5.71428571428571,0.285714285714286,-0.842044134727061,6
2739501853,21,"male","South Asian","South Asian","ingroup",-1,11,10.4285714285714,0.571428571428571,3.87224157955865,11
2739533766,19,"female","East Asian","South Asian","outgroup",1,9,8.57142857142857,0.428571428571429,2.0150987224158,6
2739542601,19,"female","East Asian","South Asian","outgroup",1,10,9.28571428571429,0.714285714285714,2.72938443670151,9
2739701069,18,"female","East Asian","South Asian","outgroup",1,6,5.85714285714286,0.142857142857143,-0.699186991869919,8
2741319517,21,"female","White","South Asian","outgroup",1,6,5.71428571428571,0.285714285714286,-0.842044134727061,7
2741389448,19,"female","East Asian","South Asian","outgroup",1,8,7.28571428571429,0.714285714285714,0.72938443670151,6
2741546681,65,"female","White","South Asian","outgroup",1,11,10.4285714285714,0.571428571428571,3.87224157955865,11
2741590202,18,"female","East Asian","South Asian","outgroup",1,10,7.71428571428571,2.28571428571429,1.15795586527294,11
2743500875,21,"male","South Asian","South Asian","ingroup",-1,6,5.85714285714286,0.142857142857143,-0.699186991869919,6
2744767937,50,"female","Black","South Asian","outgroup",1,1,3.42857142857143,-2.42857142857143,-3.12775842044135,2
2744823499,28,"female","East Asian","South Asian","outgroup",1,8,7,1,0.443670150987225,6
2744855453,17,"male","Latino","South Asian","outgroup",1,3,4.28571428571429,-1.28571428571429,-2.27061556329849,6
2744942407,31,"female","Latino","South Asian","outgroup",1,9,7.85714285714286,1.14285714285714,1.30081300813008,6
2745015201,63,"female","White","South Asian","outgroup",1,1,2.57142857142857,-1.57142857142857,-3.9849012775842,1
2745022431,24,"female","White","South Asian","outgroup",1,2,3,-1,-3.55632984901278,6
2745279001,20,"female","East Asian","South Asian","outgroup",1,4,4.57142857142857,-0.571428571428571,-1.9849012775842,10
2746098895,19,"male","South Asian","South Asian","ingroup",-1,11,10.4285714285714,0.571428571428571,3.87224157955865,11
2746374389,18,"female","East Asian","South Asian","outgroup",1,3,3,0,-3.55632984901278,7
2746442525,22,"female","East Asian","South Asian","outgroup",1,9,6.28571428571429,2.71428571428571,-0.27061556329849,8
2746457180,21,"female","East Asian","South Asian","outgroup",1,9,7.85714285714286,1.14285714285714,1.30081300813008,8
2746528563,20,"female","East Asian","South Asian","outgroup",1,6,5.71428571428571,0.285714285714286,-0.842044134727061,7
2746586818,18,"female","East Asian","South Asian","outgroup",1,8,6.71428571428571,1.28571428571429,0.157955865272939,6
2746655246,24,"male","East Asian","South Asian","outgroup",1,11,10,1,3.44367015098722,11
2746865264,17,"female","East Asian","South Asian","outgroup",1,7,6.71428571428571,0.285714285714286,0.157955865272939,6
2747449841,18,"male","South Asian","South Asian","ingroup",-1,1,1,0,-5.55632984901278,6
2747495274,23,"female","East Asian","South Asian","outgroup",1,2,3,-1,-3.55632984901278,2
2747994824,21,"female","White","South Asian","outgroup",1,11,8.28571428571429,2.71428571428571,1.72938443670151,11
2749838816,25,"female","Black","South Asian","outgroup",1,6,6.42857142857143,-0.428571428571429,-0.127758420441347,6
2749856349,28,"female","White","South Asian","outgroup",1,6,7.14285714285714,-1.14285714285714,0.586527293844368,11
2749863392,22,"female","White","South Asian","outgroup",1,9,8,1,1.44367015098722,6
2749921471,20,"female","East Asian","South Asian","outgroup",1,1,2,-1,-4.55632984901278,6
2751476596,23,"male","White","South Asian","outgroup",1,10,6.57142857142857,3.42857142857143,0.0150987224157957,6
2751835364,23,"female","East Asian","South Asian","outgroup",1,6,5,1,-1.55632984901278,6
2753205209,24,"male","East Asian","South Asian","outgroup",1,7,7.42857142857143,-0.428571428571429,0.872241579558653,6
2753504822,16,"female","East Asian","South Asian","outgroup",1,6,5.71428571428571,0.285714285714286,-0.842044134727061,6
2753514709,23,"male","White","South Asian","outgroup",1,4,6.42857142857143,-2.42857142857143,-0.127758420441347,2
2753515099,29,"female","White","South Asian","outgroup",1,1,4.42857142857143,-3.42857142857143,-2.12775842044135,6
2753524300,18,"male","Arabic","South Asian","outgroup",1,1,1.85714285714286,-0.857142857142857,-4.69918699186992,6
2753544928,20,"female","Black","South Asian","outgroup",1,11,10.2857142857143,0.714285714285714,3.72938443670151,11
2753567677,18,"female","White","South Asian","outgroup",1,6,7.28571428571429,-1.28571428571429,0.72938443670151,8
2753605913,16,"female","South Asian","South Asian","ingroup",-1,6,5.14285714285714,0.857142857142857,-1.41347270615563,6
2753654298,19,"male","East Asian","South Asian","outgroup",1,1,2,-1,-4.55632984901278,6
2753661311,41,"male","White","South Asian","outgroup",1,6,6.42857142857143,-0.428571428571429,-0.127758420441347,8
2753768820,42,"female","South Asian","South Asian","ingroup",-1,11,7.42857142857143,3.57142857142857,0.872241579558653,11
2753810645,50,"male","South Asian","South Asian","ingroup",-1,11,6.85714285714286,4.14285714285714,0.300813008130081,11
2753827200,22,"male","White","South Asian","outgroup",1,1,2.28571428571429,-1.28571428571429,-4.27061556329849,3
2754359232,20,"female","White","South Asian","outgroup",1,8,8,0,1.44367015098722,9
2755506694,24,"female","Black","South Asian","outgroup",1,7,6.71428571428571,0.285714285714286,0.157955865272939,7
2755546167,18,"male","Latino","South Asian","outgroup",1,6,6,0,-0.556329849012775,6
2755588428,19,"female","White","South Asian","outgroup",1,11,10.4285714285714,0.571428571428571,3.87224157955865,11
2755609271,19,"male","South Asian","South Asian","ingroup",-1,5,5.57142857142857,-0.571428571428571,-0.984901277584204,10
2755634042,23,"female","East Asian","South Asian","outgroup",1,6,5.71428571428571,0.285714285714286,-0.842044134727061,9
2755655870,17,"female","South Asian","South Asian","ingroup",-1,6,5.85714285714286,0.142857142857143,-0.699186991869919,6
2755709013,22,"male","East Asian","South Asian","outgroup",1,8,6.14285714285714,1.85714285714286,-0.413472706155632,3
2757142589,31,"female","East Asian","South Asian","outgroup",1,8,6.57142857142857,1.42857142857143,0.0150987224157957,8
2757206379,26,"male","South Asian","South Asian","ingroup",-1,11,10.2857142857143,0.714285714285714,3.72938443670151,11
2757231225,40,"male","White","South Asian","outgroup",1,11,9.28571428571429,1.71428571428571,2.72938443670151,11
2757238338,45,"female","East Asian","South Asian","outgroup",1,4,4.42857142857143,-0.428571428571429,-2.12775842044135,6
2757303829,16,"male","South Asian","South Asian","ingroup",-1,11,7.85714285714286,3.14285714285714,1.30081300813008,11
2758719455,21,"male","South Asian","South Asian","ingroup",-1,10,5.71428571428571,4.28571428571429,-0.842044134727061,9
2758768610,19,"male","East Asian","South Asian","outgroup",1,1,1.71428571428571,-0.714285714285714,-4.84204413472706,10
2758777083,20,"male","East Asian","South Asian","outgroup",1,6,5.14285714285714,0.857142857142857,-1.41347270615563,7
2760455783,19,"male","South Asian","South Asian","ingroup",-1,11,5.42857142857143,5.57142857142857,-1.12775842044135,11
2760503570,21,"female","South Asian","South Asian","ingroup",-1,7,5.14285714285714,1.85714285714286,-1.41347270615563,9
2760511514,21,"female","East Asian","South Asian","outgroup",1,7,6.14285714285714,0.857142857142857,-0.413472706155632,7
2760562563,25,"female","East Asian","South Asian","outgroup",1,6,5.85714285714286,0.142857142857143,-0.699186991869919,6
2760583748,40,"male","White","South Asian","outgroup",1,1,2.42857142857143,-1.42857142857143,-4.12775842044135,6
2762539207,29,"male","White","South Asian","outgroup",1,6,7.28571428571429,-1.28571428571429,0.72938443670151,7
2763078934,75,"male","White","South Asian","outgroup",1,6,5.85714285714286,0.142857142857143,-0.699186991869919,6
2764234066,61,"female","White","South Asian","outgroup",1,6,6,0,-0.556329849012775,6
2764282283,19,"male","South Asian","South Asian","ingroup",-1,8,7.57142857142857,0.428571428571429,1.0150987224158,11
2764386179,25,"male","Arabic","South Asian","outgroup",1,1,2,-1,-4.55632984901278,1
2766047811,18,"female","White","South Asian","outgroup",1,4,4.28571428571429,-0.285714285714286,-2.27061556329849,6
2767645408,22,"female","East Asian","South Asian","outgroup",1,11,10.1428571428571,0.857142857142858,3.58652729384437,11
2770890793,27,"male","East Asian","South Asian","outgroup",1,11,10.4285714285714,0.571428571428571,3.87224157955865,11
2774452699,22,"female","East Asian","South Asian","outgroup",1,6,4,2,-2.55632984901278,2
2774685364,29,"male","East Asian","South Asian","outgroup",1,6,6,0,-0.556329849012775,6
2776183410,32,"female","South Asian","South Asian","ingroup",-1,7,6.71428571428571,0.285714285714286,0.157955865272939,9
2776528094,30,"female","White","South Asian","outgroup",1,11,9.71428571428571,1.28571428571429,3.15795586527294,10
2780454529,22,"female","East Asian","South Asian","outgroup",1,6,5.42857142857143,0.571428571428571,-1.12775842044135,7
2783222778,25,"male","East Asian","South Asian","outgroup",1,10,7.28571428571429,2.71428571428571,0.72938443670151,10
2783223556,22,"female","Arabic","South Asian","outgroup",1,9,5.85714285714286,3.14285714285714,-0.699186991869919,6
2783494839,31,"female","White","South Asian","outgroup",1,6,8.14285714285714,-2.14285714285714,1.58652729384437,6
2783508311,29,"female","White","South Asian","outgroup",1,10,9.42857142857143,0.571428571428571,2.87224157955865,10
2806517618,26,"female","East Asian","South Asian","outgroup",1,9,8.42857142857143,0.571428571428571,1.87224157955865,9
2810467717,19,"female","White","South Asian","outgroup",1,11,10.2857142857143,0.714285714285714,3.72938443670151,7
2813821869,25,"female","White","South Asian","outgroup",1,11,10.4285714285714,0.571428571428571,3.87224157955865,11
2813846971,57,"male","White","South Asian","outgroup",1,1,2.57142857142857,-1.57142857142857,-3.9849012775842,1
2820106638,23,"female","White","South Asian","outgroup",1,10,9.28571428571429,0.714285714285714,2.72938443670151,9
2820215505,27,"male","East Asian","South Asian","outgroup",1,7,5.85714285714286,1.14285714285714,-0.699186991869919,7
2820237396,22,"male","White","South Asian","outgroup",1,8,9.14285714285714,-1.14285714285714,2.58652729384437,8
2820308927,19,"male","East Asian","South Asian","outgroup",1,5,5.28571428571429,-0.285714285714286,-1.27061556329849,6
2820322632,20,"female","White","South Asian","outgroup",1,6,5.71428571428571,0.285714285714286,-0.842044134727061,6
2829746692,18,"female","Latino","South Asian","outgroup",1,8,9.28571428571429,-1.28571428571429,2.72938443670151,9
2829884015,28,"female","South Asian","South Asian","ingroup",-1,10,9.57142857142857,0.428571428571429,3.0150987224158,11
2829923613,28,"male","White","South Asian","outgroup",1,8,7.71428571428571,0.285714285714286,1.15795586527294,8
2831938786,18,"female","East Asian","South Asian","outgroup",1,5,5.14285714285714,-0.142857142857143,-1.41347270615563,6
2831967037,30,"female","South Asian","South Asian","ingroup",-1,6,6.85714285714286,-0.857142857142857,0.300813008130081,11
2834509170,23,"male","White","South Asian","outgroup",1,11,10.4285714285714,0.571428571428571,3.87224157955865,11
2835669664,21,"male","South Asian","South Asian","ingroup",-1,8,6.28571428571429,1.71428571428571,-0.27061556329849,9
2837310026,21,"male","White","South Asian","outgroup",1,8,8.14285714285714,-0.142857142857142,1.58652729384437,6
2868058813,18,"female","South Asian","South Asian","ingroup",-1,11,10.4285714285714,0.571428571428571,3.87224157955865,11
2868060213,19,"male","East Asian","South Asian","outgroup",1,6,5.28571428571429,0.714285714285714,-1.27061556329849,1
2868060602,18,"female","South Asian","South Asian","ingroup",-1,7,6.42857142857143,0.571428571428571,-0.127758420441347,10
2868063873,18,"female","South Asian","South Asian","ingroup",-1,11,7.57142857142857,3.42857142857143,1.0150987224158,11
2868064299,22,"male","White","South Asian","outgroup",1,4,5.14285714285714,-1.14285714285714,-1.41347270615563,7
2868080637,18,"female","East Asian","South Asian","outgroup",1,6,6.42857142857143,-0.428571428571429,-0.127758420441347,9
2868081235,18,"female","East Asian","South Asian","outgroup",1,2,1.85714285714286,0.142857142857143,-4.69918699186992,6
2868086753,18,"female","South Asian","South Asian","ingroup",-1,11,10.2857142857143,0.714285714285714,3.72938443670151,11
2868096075,18,"female","South Asian","South Asian","ingroup",-1,11,3.57142857142857,7.42857142857143,-2.9849012775842,10
2868100877,18,"female","East Asian","South Asian","outgroup",1,6,5.71428571428571,0.285714285714286,-0.842044134727061,6
2868103998,18,"female","South Asian","South Asian","ingroup",-1,10,6.85714285714286,3.14285714285714,0.300813008130081,9
2868118102,18,"female","South Asian","South Asian","ingroup",-1,11,10.2857142857143,0.714285714285714,3.72938443670151,11
2868125591,19,"male","East Asian","South Asian","outgroup",1,5,3.28571428571429,1.71428571428571,-3.27061556329849,4
2868138598,19,"female","East Asian","South Asian","outgroup",1,4,3.28571428571429,0.714285714285714,-3.27061556329849,9
2868151921,20,"female","East Asian","South Asian","outgroup",1,7,5.14285714285714,1.85714285714286,-1.41347270615563,9
2868162318,18,"male","South Asian","South Asian","ingroup",-1,10,8.57142857142857,1.42857142857143,2.0150987224158,6
2868176525,18,"female","South Asian","South Asian","ingroup",-1,7,8,-1,1.44367015098722,11
2868181737,17,"male","White","South Asian","outgroup",1,9,8.71428571428571,0.285714285714286,2.15795586527294,6
2868182931,18,"female","White","South Asian","outgroup",1,7,7.57142857142857,-0.571428571428571,1.0150987224158,8
2868197870,16,"male","Black","South Asian","outgroup",1,6,5.71428571428571,0.285714285714286,-0.842044134727061,6
2868198937,18,"female","South Asian","South Asian","ingroup",-1,8,6.42857142857143,1.57142857142857,-0.127758420441347,6
2868204167,19,"male","South Asian","South Asian","ingroup",-1,11,9.28571428571429,1.71428571428571,2.72938443670151,11
2868208123,17,"male","East Asian","South Asian","outgroup",1,1,1.42857142857143,-0.428571428571429,-5.12775842044135,3
2868227311,18,"female","East Asian","South Asian","outgroup",1,6,5.28571428571429,0.714285714285714,-1.27061556329849,6
2868249604,18,"female","South Asian","South Asian","ingroup",-1,4,6,-2,-0.556329849012775,10
2868255058,17,"female","Arabic","South Asian","outgroup",1,2,2.57142857142857,-0.571428571428572,-3.9849012775842,2
2868256254,18,"female","South Asian","South Asian","ingroup",-1,5,4.85714285714286,0.142857142857143,-1.69918699186992,6
2868260184,18,"female","East Asian","South Asian","outgroup",1,7,8.14285714285714,-1.14285714285714,1.58652729384437,9
2868287262,18,"female","Black","South Asian","outgroup",1,6,6.28571428571429,-0.285714285714286,-0.27061556329849,6
2868293654,20,"female","South Asian","South Asian","ingroup",-1,9,5.85714285714286,3.14285714285714,-0.699186991869919,9
2868295681,18,"female","Arabic","South Asian","outgroup",1,4,4,0,-2.55632984901278,6
2868312476,17,"female","South Asian","South Asian","ingroup",-1,4,4.85714285714286,-0.857142857142857,-1.69918699186992,9
2868315646,17,"female","White","South Asian","outgroup",1,3,5.57142857142857,-2.57142857142857,-0.984901277584204,2
2868321050,18,"male","Arabic","South Asian","outgroup",1,11,10.4285714285714,0.571428571428571,3.87224157955865,8
2870039452,26,"female","East Asian","South Asian","outgroup",1,8,7.57142857142857,0.428571428571429,1.0150987224158,7
2870553421,18,"female","White","South Asian","outgroup",1,9,8.57142857142857,0.428571428571429,2.0150987224158,10
2871000701,18,"female","South Asian","South Asian","ingroup",-1,11,5.71428571428571,5.28571428571429,-0.842044134727061,10
2871742850,18,"female","South Asian","South Asian","ingroup",-1,3,3.57142857142857,-0.571428571428572,-2.9849012775842,11
2871874776,18,"female","South Asian","South Asian","ingroup",-1,7,6.14285714285714,0.857142857142857,-0.413472706155632,9
2873792732,18,"female","White","South Asian","outgroup",1,9,7.85714285714286,1.14285714285714,1.30081300813008,8
2873855587,18,"female","South Asian","South Asian","ingroup",-1,9,6.71428571428571,2.28571428571429,0.157955865272939,10
2873866031,18,"female","South Asian","South Asian","ingroup",-1,1,1.71428571428571,-0.714285714285714,-4.84204413472706,9
2874024887,18,"female","South Asian","South Asian","ingroup",-1,7,7.14285714285714,-0.142857142857143,0.586527293844368,8
2874104751,19,"female","South Asian","South Asian","ingroup",-1,9,7.33333333333333,1.66666666666667,0.777003484320558,10
2878476047,18,"female","South Asian","South Asian","ingroup",-1,6,6.16666666666667,-0.166666666666667,-0.389663182346109,6
2880961534,19,"female","South Asian","South Asian","ingroup",-1,9,8.71428571428571,0.285714285714286,2.15795586527294,9
2882698062,22,"female","East Asian","South Asian","outgroup",1,6,5.28571428571429,0.714285714285714,-1.27061556329849,6
2884410149,18,"female","East Asian","South Asian","outgroup",1,10,9,1,2.44367015098722,6
2884435985,18,"male","South Asian","South Asian","ingroup",-1,6,5.85714285714286,0.142857142857143,-0.699186991869919,6
2889073286,18,"male","South Asian","South Asian","ingroup",-1,8,3.71428571428571,4.28571428571429,-2.84204413472706,10
2890436033,20,"female","South Asian","South Asian","ingroup",-1,11,10.4285714285714,0.571428571428571,3.87224157955865,11
2891435652,18,"female","South Asian","South Asian","ingroup",-1,7,6.85714285714286,0.142857142857143,0.300813008130081,7
2891467751,18,"female","South Asian","South Asian","ingroup",-1,6,6.57142857142857,-0.571428571428571,0.0150987224157957,7
2891481258,18,"female","South Asian","South Asian","ingroup",-1,4,4.42857142857143,-0.428571428571429,-2.12775842044135,6
2895414729,18,"female","East Asian","South Asian","outgroup",1,11,10,1,3.44367015098722,8
2895940029,19,"female","East Asian","South Asian","outgroup",1,9,8.28571428571429,0.714285714285714,1.72938443670151,9
2896871238,19,"female","White","South Asian","outgroup",1,10,8.57142857142857,1.42857142857143,2.0150987224158,11
2899433669,36,"female","White","South Asian","outgroup",1,11,10.4285714285714,0.571428571428571,3.87224157955865,11
2901593462,17,"female","South Asian","South Asian","ingroup",-1,9,5.85714285714286,3.14285714285714,-0.699186991869919,11
2901917006,19,"female","South Asian","South Asian","ingroup",-1,6,6,0,-0.556329849012775,11
2902117695,39,"female","Latino","South Asian","outgroup",1,8,3.85714285714286,4.14285714285714,-2.69918699186992,9
2911256589,17,"female","East Asian","South Asian","outgroup",1,7,6.71428571428571,0.285714285714286,0.157955865272939,6
2911301017,18,"female","South Asian","South Asian","ingroup",-1,9,6.85714285714286,2.14285714285714,0.300813008130081,9
2913691587,19,"female","South Asian","South Asian","ingroup",-1,9,7.14285714285714,1.85714285714286,0.586527293844368,9
2916308420,17,"male","South Asian","South Asian","ingroup",-1,11,10.4285714285714,0.571428571428571,3.87224157955865,11
2916376686,21,"female","White","South Asian","outgroup",1,9,8.42857142857143,0.571428571428571,1.87224157955865,6
2918932945,18,"male","South Asian","South Asian","ingroup",-1,9,8.14285714285714,0.857142857142858,1.58652729384437,8
2921626595,22,"male","White","South Asian","outgroup",1,3,4.28571428571429,-1.28571428571429,-2.27061556329849,6
2921711919,24,"female","White","South Asian","outgroup",1,6,6.71428571428571,-0.714285714285714,0.157955865272939,9
2923645499,18,"female","White","South Asian","outgroup",1,11,9.57142857142857,1.42857142857143,3.0150987224158,11
2923708880,18,"female","East Asian","South Asian","outgroup",1,5,4,1,-2.55632984901278,9
2923723304,19,"male","White","South Asian","outgroup",1,6,5.71428571428571,0.285714285714286,-0.842044134727061,6
2923724361,31,"male","White","South Asian","outgroup",1,3,5.85714285714286,-2.85714285714286,-0.699186991869919,7
2923733913,18,"female","East Asian","South Asian","outgroup",1,9,7.71428571428571,1.28571428571429,1.15795586527294,6
2923740855,19,"male","White","South Asian","outgroup",1,11,10.4285714285714,0.571428571428571,3.87224157955865,11
2923742670,18,"female","South Asian","South Asian","ingroup",-1,11,8.71428571428571,2.28571428571429,2.15795586527294,11
2923743228,18,"female","South Asian","South Asian","ingroup",-1,11,7.57142857142857,3.42857142857143,1.0150987224158,11
2923752804,21,"male","South Asian","South Asian","ingroup",-1,10,6.85714285714286,3.14285714285714,0.300813008130081,6
2923753858,18,"female","South Asian","South Asian","ingroup",-1,8,7,1,0.443670150987225,8
2923812949,19,"female","South Asian","South Asian","ingroup",-1,11,11,0,4.44367015098722,11
2923829395,18,"female","East Asian","South Asian","outgroup",1,7,7.14285714285714,-0.142857142857143,0.586527293844368,5
2923837569,18,"male","South Asian","South Asian","ingroup",-1,9,8.42857142857143,0.571428571428571,1.87224157955865,10
2923870646,18,"female","Arabic","South Asian","outgroup",1,10,9.57142857142857,0.428571428571429,3.0150987224158,11
2923882256,17,"female","South Asian","South Asian","ingroup",-1,10,6.28571428571429,3.71428571428571,-0.27061556329849,9
2923882419,17,"female","White","South Asian","outgroup",1,2,5.14285714285714,-3.14285714285714,-1.41347270615563,6
2923893692,18,"female","White","South Asian","outgroup",1,6,6.14285714285714,-0.142857142857143,-0.413472706155632,10
2923895808,18,"female","South Asian","South Asian","ingroup",-1,11,8.71428571428571,2.28571428571429,2.15795586527294,8
2923899199,18,"female","South Asian","South Asian","ingroup",-1,10,8.42857142857143,1.57142857142857,1.87224157955865,6
2923916868,18,"female","South Asian","South Asian","ingroup",-1,6,6.71428571428571,-0.714285714285714,0.157955865272939,6
2923942723,19,"male","South Asian","South Asian","ingroup",-1,1,2.71428571428571,-1.71428571428571,-3.84204413472706,8
2923947348,19,"female","South Asian","South Asian","ingroup",-1,11,10.4285714285714,0.571428571428571,3.87224157955865,9
2924169565,18,"female","South Asian","South Asian","ingroup",-1,6,6,0,-0.556329849012775,8
2924784902,17,"female","East Asian","South Asian","outgroup",1,7,7,0,0.443670150987225,8
2924799294,19,"male","East Asian","South Asian","outgroup",1,6,4.57142857142857,1.42857142857143,-1.9849012775842,9
2924804321,18,"female","South Asian","South Asian","ingroup",-1,9,4.57142857142857,4.42857142857143,-1.9849012775842,8
2924811463,18,"male","East Asian","South Asian","outgroup",1,10,9.57142857142857,0.428571428571429,3.0150987224158,6
2924827741,17,"female","South Asian","South Asian","ingroup",-1,6,6,0,-0.556329849012775,10
2924845789,19,"female","South Asian","South Asian","ingroup",-1,11,10.4285714285714,0.571428571428571,3.87224157955865,11
2924855874,18,"female","South Asian","South Asian","ingroup",-1,7,7.71428571428571,-0.714285714285714,1.15795586527294,6
2924856209,18,"male","East Asian","South Asian","outgroup",1,6,5.71428571428571,0.285714285714286,-0.842044134727061,6
